   1.316215e-01    2.218598e-01   1.0
   1.153616e-02   -6.407063e-01   0.0
   6.333725e-01   -6.330567e-01   0.0
   1.693059e-01   -1.556878e-01   0.0
  -9.493316e-01   -3.674808e-01   1.0
  -8.774476e-01   -8.326820e-01   1.0
   9.535818e-01    9.561166e-01   1.0
   7.477780e-01   -8.938464e-01   0.0
  -4.620231e-01   -8.153235e-01   1.0
   7.619264e-01    1.251463e-01   1.0
   3.270278e-01    9.628819e-01   1.0
   9.238209e-01   -7.211060e-01   0.0
  -5.531155e-01   -5.711658e-01   1.0
  -9.760282e-01    7.367811e-01   0.0
  -3.364259e-01    7.222401e-02   0.0
   1.131936e-01    7.951956e-01   1.0
  -7.059162e-01   -8.752702e-01   1.0
  -8.455107e-01    9.274564e-01   0.0
  -5.083269e-01    3.237953e-01   0.0
  -2.282315e-01   -4.576585e-01   1.0
   9.563144e-01   -1.056791e-01   0.0
  -2.903405e-01    9.098963e-01   0.0
  -1.495625e-01   -5.425625e-01   1.0
  -9.839501e-01    3.884144e-01   0.0
  -3.578860e-01    7.779763e-01   0.0
  -4.864392e-01    9.691418e-01   0.0
   7.408582e-01   -5.626184e-01   0.0
  -7.519642e-01   -8.122573e-01   1.0
  -1.337841e-01   -7.279924e-01   1.0
   9.245238e-01    5.297900e-01   1.0
   3.442316e-01    3.771740e-02   1.0
   3.249856e-01    6.383155e-01   1.0
   1.624472e-01    4.794749e-01   1.0
   5.657719e-01    6.541203e-01   1.0
  -1.967298e-01   -6.624596e-01   1.0
  -8.035383e-01   -2.404154e-01   1.0
   2.318613e-01   -9.387876e-02   0.0
  -3.305191e-01   -9.177012e-01   1.0
   3.635587e-01   -3.144692e-01   0.0
   4.707133e-01   -9.943273e-01   0.0
  -5.364929e-01    9.842740e-01   0.0
   9.748145e-01   -7.956347e-01   0.0
  -5.783443e-01   -7.771497e-01   1.0
  -6.078921e-01    2.878715e-01   0.0
  -5.051421e-01   -6.833683e-01   1.0
  -1.823385e-01    8.390895e-01   0.0
   3.543491e-01   -8.573529e-01   0.0
   4.774050e-01   -4.832037e-01   0.0
   6.221220e-01    4.317682e-02   1.0
  -8.290834e-01   -5.746079e-01   1.0
   3.807172e-01   -6.326217e-01   0.0
   1.849767e-01   -3.874214e-01   0.0
   2.734995e-01    8.544576e-01   1.0
  -3.051226e-01   -3.629417e-01   1.0
  -4.600116e-01   -8.344093e-01   1.0
  -3.572690e-01    3.495533e-03   0.0
  -8.501353e-01   -3.824545e-01   1.0
   2.078608e-01   -4.284797e-01   0.0
  -1.596042e-01    5.999687e-01   0.0
   8.593919e-01    3.352537e-01   1.0
   9.166004e-01   -3.229466e-01   0.0
   1.743432e-01    2.709495e-01   1.0
  -1.802996e-01   -3.482519e-01   1.0
   7.877458e-01   -5.581776e-01   0.0
   6.949250e-01    9.586624e-01   1.0
  -1.327855e-01    7.564218e-02   0.0
  -6.739593e-01   -9.478088e-01   1.0
   6.882207e-01    5.995402e-01   1.0
   9.066489e-01   -6.169019e-01   0.0
  -7.634015e-01   -5.533627e-01   1.0
  -4.513112e-01   -1.206705e-01   1.0
   4.501328e-01   -3.014465e-01   0.0
   4.968749e-01   -3.420064e-01   0.0
   2.700738e-01   -6.627293e-01   0.0
  -7.420376e-01    1.294657e-01   0.0
   6.725244e-01   -8.254372e-01   0.0
   8.065190e-01   -1.531324e-01   0.0
   4.455123e-01   -3.737806e-01   0.0
   4.986157e-01    2.332581e-01   1.0
   6.804180e-02    1.935407e-01   1.0
   1.919205e-01    9.352563e-01   1.0
  -7.308171e-01    5.179612e-01   0.0
   9.874475e-01    9.574036e-01   1.0
   1.175014e-01    8.940964e-01   1.0
  -6.594983e-01    3.540998e-01   0.0
  -6.592663e-01   -1.108095e-01   1.0
  -7.665707e-01    7.908665e-01   0.0
   5.877439e-01    7.303042e-01   1.0
  -5.511399e-01   -1.421823e-01   1.0
  -9.324251e-01   -2.931776e-01   1.0
   9.872834e-01    7.400993e-01   1.0
  -1.186148e-01    7.938024e-01   0.0
  -4.130331e-01   -6.731024e-01   1.0
  -5.799782e-01   -9.144174e-01   1.0
   5.601557e-01    4.880636e-01   1.0
   2.791233e-01   -2.479238e-01   0.0
   4.233199e-01    5.483062e-01   1.0
  -7.299626e-01    4.107675e-01   0.0
   5.057098e-01    3.875387e-01   1.0
   3.048638e-01    8.462115e-01   1.0
